yyyymmdd,jindices,jcount,party_list
19770513,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770514,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770515,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770516,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770517,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770518,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770519,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770520,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770521,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770522,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770523,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770524,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770525,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770526,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770527,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770528,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770529,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770530,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770531,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770601,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770602,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770603,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770604,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770605,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770606,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770607,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770608,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770609,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770610,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770611,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770612,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770613,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770614,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770615,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770616,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770617,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770618,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770619,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770620,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770621,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770622,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770623,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770624,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770625,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770626,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770627,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770628,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770629,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770630,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770701,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770702,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770703,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770704,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770705,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770706,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770707,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770708,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770709,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770710,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770711,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770712,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770713,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770714,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770715,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770716,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770717,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770718,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770719,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770720,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770721,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770722,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770723,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770724,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770725,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770726,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770727,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770728,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770729,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770730,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770731,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770801,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770802,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770803,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770804,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770805,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770806,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770807,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770808,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
19770809,[ 86  79 116  85  87  88  89  81  82],9,"['Republican', 'Republican', 'Republican', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Democratic']"
