yyyymmdd,jindices,jcount,party_list
19990214,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
19990215,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
19990216,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
19990217,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
19990218,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
19990219,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
19990220,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
19990221,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
19990222,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
19990223,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
19990224,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
19990225,[ 96  95  92  90 117  91  93  89  94],9,"['Democratic', 'Democratic', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican', 'Republican']"
